Animal Genome Size Data:: www.genomesize.com,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Data downloaded under intellectual property agreement on Tuesday 06th of November 2012 02:10:15 AM by David Orme, d.orme@imperial.ac.uk",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Phylum,Sub Phylum,Class,Order,Family,Species,Common Name,C-value,Chrom num,Method,Cell type,Std sp,References,References
Chordata,Vertebrata,Mammalia,Diprotodontia,Potoroidae,Potorous tridactylus,Long-nosed potoroo,4.73,,FD,TC,HS,"Greilhuber, J., M. Volleth, and J. Loidl (1983). Genome size of man and animals relative to the plant Allium cepa. Canadian Journal of Genetics and Cytology 25: 554-560.",
Chordata,Vertebrata,Mammalia,Diprotodontia,Vombatidae,Lasiorhinus latifrons,Hairy-nosed wombat,4.05,14.00,FD,"LK, TS",HS,"Martin, P.G. and D.L. Hayman (1967). Quantitative comparisons between the karyotypes of Australian marsupials from three different superfamilies. Chromosoma 20: 290-310.",
Chordata,Vertebrata,Mammalia,Diprotodontia,Vombatidae,Vombatus ursinus,Wombat,3.99,14.00,FD,"LK, TS",HS,"Martin, P.G. and D.L. Hayman (1967). Quantitative comparisons between the karyotypes of Australian marsupials from three different superfamilies. Chromosoma 20: 290-310.",
Chordata,Vertebrata,Mammalia,Hyracoidea,Procaviidae,Procavia capensis,Rock hyrax,4.06,,FD,TC,"GD, MM","Redi, C.A., S. Garagna, M. Zuccotti, and E. Capanna (2007). Genome size: a novel genomic signature in support of Afrotheria. Journal of Molecular Evolution 64: 484-487.",
Chordata,Vertebrata,Mammalia,Insectivora,Erinaceidae,Erinaceus europaeus,Eurasian hedgehog,3.66,48.00,FD,LK,HS,"Manfredi Romanini, M.G. (1985). The nuclear content of desoxyribonucleic acid and some problems of Mammalian phylogenesis. Mammalia 49: 369-385.",
Chordata,Vertebrata,Mammalia,Insectivora,Soricidae,Anourosorex squamipes,Mole shrew,2.37,48.00,FD,LG,HS,"Kato, H., M. Harada, K. Tsuchiya, and K. Moriwaki (1980). Absence of correlation between DNA repair in ultraviolet irradiated mammalian cells and life span of the donor species. Japanese Journal of Genetics 55: 99-108.",
Chordata,Vertebrata,Mammalia,Insectivora,Soricidae,Sorex araneus,Common shrew,2.91,22.00,FCM,SP,"HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",
Chordata,Vertebrata,Mammalia,Insectivora,Soricidae,Sorex shinto,Long-tailed shrew,2.90,42.00,FD,LG,HS,"Kato, H., M. Harada, K. Tsuchiya, and K. Moriwaki (1980). Absence of correlation between DNA repair in ultraviolet irradiated mammalian cells and life span of the donor species. Japanese Journal of Genetics 55: 99-108.",
Chordata,Vertebrata,Mammalia,Insectivora,Soricidae,Sorex unguiculatus,Long-clawed shrew,2.75,42.00,FD,LG,HS,"Kato, H., M. Harada, K. Tsuchiya, and K. Moriwaki (1980). Absence of correlation between DNA repair in ultraviolet irradiated mammalian cells and life span of the donor species. Japanese Journal of Genetics 55: 99-108.",
Chordata,Vertebrata,Mammalia,Insectivora,Talpidae,Talpa occidentalis,Mole,2.50,34.00,FCM,TH,MM,"Sánchez, A., C. Stamatopoulos, and C.A. Redi (1995). Descriptive kinetics of the seminiferous epithelium cycle and genome size in the mole Talpa occidentalis (Insectivora). Journal of Experimental of Zoology273: 51-58.",
Chordata,Vertebrata,Mammalia,Insectivora,Talpidae,Urotrichus talpoides,Japanese shrew mole,2.37,,FD,LG,HS,"Kato, H., M. Harada, K. Tsuchiya, and K. Moriwaki (1980). Absence of correlation between DNA repair in ultraviolet irradiated mammalian cells and life span of the donor species. Japanese Journal of Genetics 55: 99-108.",
Chordata,Vertebrata,Mammalia,Insectivora,Tenrecidae,Setifer setosus,Greater hedgehog tenrec,5.03,,FD,TC,"GD, MM","Redi, C.A., S. Garagna, M. Zuccotti, and E. Capanna (2007). Genome size: a novel genomic signature in support of Afrotheria. Journal of Molecular Evolution 64: 484-487.",
Chordata,Vertebrata,Mammalia,Lagomorpha,Leporidae,Lepus brachyurus,Japanese hare,3.38,,FD,LG,HS,"Kato, H., M. Harada, K. Tsuchiya, and K. Moriwaki (1980). Absence of correlation between DNA repair in ultraviolet irradiated mammalian cells and life span of the donor species. Japanese Journal of Genetics 55: 99-108.",
Chordata,Vertebrata,Mammalia,Lagomorpha,Leporidae,Lepus timidus,Mountain hare,3.25,,FCM,SP,"HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",
Chordata,Vertebrata,Mammalia,Lagomorpha,Leporidae,Oryctolagus cuniculus,Rabbit,2.50,,UVM,S,GD,"Walker, P.M.B. and H.B. Yates (1952). Nuclear components of dividing cells. Proceedings of the Royal Society of London B 140: 274-299.",
Chordata,Vertebrata,Mammalia,Lagomorpha,Leporidae,Oryctolagus cuniculus,Rabbit,2.88,,UVM,"LK, S",HS,"Sandritter, W., D. Müller, and O. Gensecke (1960). Ultraviolettmikrospektrophotometrische Messungen des Nukleinsäuregehaltes von Spermien und diploiden Zellen. Acta Histochemica 10: 139-154.",
Chordata,Vertebrata,Mammalia,Lagomorpha,Leporidae,Oryctolagus cuniculus,Rabbit,3.09,,BCA,LV,HS,"Vendrely, R. and C. Vendrely (1949). La teneur du noyau cellulaire en acide désoxyribonucléique à travers les organes, les individus et les espèces animales: Etude particulière des Mammifères. Experientia 5: 327-329.",
Chordata,Vertebrata,Mammalia,Lagomorpha,Leporidae,Oryctolagus cuniculus,Rabbit,3.26,44.00,FCM,SP,"HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",
Chordata,Vertebrata,Mammalia,Lagomorpha,Leporidae,Oryctolagus cuniculus,Rabbit,3.42,,FCM,LK,GD,"Peterson, D.G., S.M. Stack, J.L. Healy, B.S. Donohoe, and L.K. Anderson (1994). The relationship between synaptonemal complex length and genome size in four vertebrate classes (Osteichthyes, Reptilia, Aves, Mammalia). Chromosome Research 2: 153-162.",
Chordata,Vertebrata,Mammalia,Lagomorpha,Leporidae,Oryctolagus cuniculus,Rabbit,3.52,,FD,LK,HS,"Manfredi Romanini, M.G. (1985). The nuclear content of desoxyribonucleic acid and some problems of Mammalian phylogenesis. Mammalia 49: 369-385.",
Chordata,Vertebrata,Mammalia,Lagomorpha,Leporidae,Oryctolagus cuniculus,Rabbit,3.57,,SCF,LK,HS,"De Smet, W.H.O. (1981). The nuclear Feulgen-DNA content of the vertebrates (especially reptiles), as measured by fluorescence cytophotometry, with notes on the cell and chromosome size. Acta Zoologica et Pathologica Antverpiensia 76: 119-167.",
Chordata,Vertebrata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus edwardii,Cape elephant shrew,5.98,,FD,TC,"GD, MM","Redi, C.A., S. Garagna, M. Zuccotti, and E. Capanna (2007). Genome size: a novel genomic signature in support of Afrotheria. Journal of Molecular Evolution 64: 484-487.",
Chordata,Vertebrata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus anatinus,Duck-billed platypus,3.06,54.00,BCA,HC,RN,"Bick, Y.A.E. and W.D. Jackson (1967). DNA content of monotremes. Nature 215: 192-193.",
Chordata,Vertebrata,Mammalia,Monotremata,Tachyglossidae,Tachyglossus aculeatus,Short-nosed echidna,2.89,64.00,BCA,HC,RN,"Bick, Y.A.E. and W.D. Jackson (1967). DNA content of monotremes. Nature 215: 192-193.",
Chordata,Vertebrata,Mammalia,Peramelemorphia,Peramelidae,Isoodon macrourus,Northern brown bandicoot,4.67,14.00,FD,"LK, TS",HS,"Martin, P.G. and D.L. Hayman (1967). Quantitative comparisons between the karyotypes of Australian marsupials from three different superfamilies. Chromosoma 20: 290-310.",
Chordata,Vertebrata,Mammalia,Peramelemorphia,Peramelidae,Isoodon obesulus,Southern brown bandicoot,4.62,14.00,FD,"LK, TS",HS,"Martin, P.G. and D.L. Hayman (1967). Quantitative comparisons between the karyotypes of Australian marsupials from three different superfamilies. Chromosoma 20: 290-310.",
Chordata,Vertebrata,Mammalia,Peramelemorphia,Peramelidae,Macrotis lagotis,"Rabbit-eared bandicoot, bilby",4.29,18.00,FD,"LK, TS",HS,"Martin, P.G. and D.L. Hayman (1967). Quantitative comparisons between the karyotypes of Australian marsupials from three different superfamilies. Chromosoma 20: 290-310.",
Chordata,Vertebrata,Mammalia,Peramelemorphia,Peramelidae,Perameles gunnii,Eastern barred bandicoot,4.42,14.00,FD,LK,HS,"Garagna, S. and D. Formenti (1981). DNA content variability in several species of Australian and South American marsupials. Bollettino di Zoologia 48: 255-261.",
Chordata,Vertebrata,Mammalia,Peramelemorphia,Peramelidae,Perameles nasuta,Long-nosed bandicoot,4.25,,FD,"LK, TS",HS,"Martin, P.G. and D.L. Hayman (1967). Quantitative comparisons between the karyotypes of Australian marsupials from three different superfamilies. Chromosoma 20: 290-310.",
Chordata,Vertebrata,Mammalia,Peramelemorphia,Peramelidae,Perameles nasuta,Long-nosed bandicoot,4.49,14.00,FD,LK,HS,"Garagna, S. and D. Formenti (1981). DNA content variability in several species of Australian and South American marsupials. Bollettino di Zoologia 48: 255-261.",
Chordata,Vertebrata,Mammalia,Peramelemorphia,Peramelidae,Perameles nasuta,Long-nosed bandicoot,4.63,,BCA,S,NS,"Rendel, J.M. and G.M. Kellerman (1955). Deoxyribonucleic acid content of marsupial cells. Nature 176: 829.",
Chordata,Vertebrata,Mammalia,Perissodactyla,Equidae,Equus asinus,Donkey,4.12,62.00,FD,LK,NS,"Vialli, M. and G. Gerzeli (1955). Il tenore di acide desossiribonucleico nei linfociti dell'asino, del cavallo e del mulo. Rendiconti Instituto Lombardo Scienze e Lettere, Sezione B 88: 273-281.",
Chordata,Vertebrata,Mammalia,Perissodactyla,Equidae,Equus caballus,Horse,2.95,,FD,LG,HS,"Kato, H., M. Harada, K. Tsuchiya, and K. Moriwaki (1980). Absence of correlation between DNA repair in ultraviolet irradiated mammalian cells and life span of the donor species. Japanese Journal of Genetics 55: 99-108.",
Chordata,Vertebrata,Mammalia,Perissodactyla,Equidae,Equus caballus,Horse,3.15,64.00,FCM,LK,"HS, GD, V","Tiersch, T.R., R.W. Chandler, S.S. Wachtel, and S. Elias (1989a). Reference standards for flow cytometry and application in comparative studies of nuclear DNA content. Cytometry 10: 706-710.",
Chordata,Vertebrata,Mammalia,Perissodactyla,Equidae,Equus caballus,Horse,3.15,,FD,LK,NS,"Vialli, M. and G. Gerzeli (1955). Il tenore di acide desossiribonucleico nei linfociti dell'asino, del cavallo e del mulo. Rendiconti Instituto Lombardo Scienze e Lettere, Sezione B 88: 273-281.",
Chordata,Vertebrata,Mammalia,Perissodactyla,Equidae,Equus caballus,Horse,3.21,,FCM,LK,HS,"Kent, M., R. Chandler, and S. Wachtel (1988). DNA analysis by flow cytometry. Cytogenetics and Cell Genetics 47: 88-89.",
Chordata,Vertebrata,Mammalia,Perissodactyla,Equidae,Equus caballus,Horse,3.38,,BCA,LV,HS,"Vendrely, R. and C. Vendrely (1949). La teneur du noyau cellulaire en acide désoxyribonucléique à travers les organes, les individus et les espèces animales: Etude particulière des Mammifères. Experientia 5: 327-329.",
Chordata,Vertebrata,Mammalia,Perissodactyla,Equidae,Equus caballus,Horse,3.48,,FD,LK,HS,"Atkin, N.B., G. Mattinson, W. Beçak, and S. Ohno (1965). The comparative DNA content of 19 species of placental mammals, reptiles, and birds. Chromosoma 17: 1-10.",
Chordata,Vertebrata,Mammalia,Perissodactyla,Equidae,Equus caballus x Equus asinus,Mule,3.56,63.00,FD,LK,NS,"Vialli, M. and G. Gerzeli (1955). Il tenore di acide desossiribonucleico nei linfociti dell'asino, del cavallo e del mulo. Rendiconti Instituto Lombardo Scienze e Lettere, Sezione B 88: 273-281.",
Chordata,Vertebrata,Mammalia,Perissodactyla,Rhinocerotidae,Diceros bicornis,Black rhinoceros,3.34,,FCM,LK,"HS, OM","Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.",
Chordata,Vertebrata,Mammalia,Perissodactyla,Tapiridae,Tapirus bairdii,Baird's tapir,2.54,,FCM,LK,"HS, OM","Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.",
Chordata,Vertebrata,Mammalia,Perissodactyla,Tapiridae,Tapirus indicus,Malayan tapir,2.75,,FCM,LK,"HS, OM","Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.",
Chordata,Vertebrata,Mammalia,Perissodactyla,Tapiridae,Tapirus terrestris,South American tapir,3.78,80.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Primates,Callithricidae,Callithrix jacchus,Marmoset,3.43,44.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Callithricidae,Cebuella pygmaea,Pygmy marmoset,3.48,44.00,FD,LK,HS,"Manfredi Romanini, M.G. (1972). Nuclear DNA content and area of primate lymphocytes as a cytotaxonomical tool. Journal of Human Evolution1: 23-40.",
Chordata,Vertebrata,Mammalia,Primates,Cebidae,Alouatta caraya,Howler monkey,3.84,52.00,FD,LK,HS,"Manfredi Romanini, M.G. (1972). Nuclear DNA content and area of primate lymphocytes as a cytotaxonomical tool. Journal of Human Evolution1: 23-40.",
Chordata,Vertebrata,Mammalia,Primates,Cebidae,Alouatta palliata,Howler monkey,3.63,,FD,LK,HS,"Manfredi Romanini, M.G. (1972). Nuclear DNA content and area of primate lymphocytes as a cytotaxonomical tool. Journal of Human Evolution1: 23-40.",
Chordata,Vertebrata,Mammalia,Primates,Cebidae,Alouatta pigra,Howler monkey,3.63,52.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Cebidae,Ateles belzebuth,Spider monkey,3.63,34.00,FD,LK,HS,"Manfredi Romanini, M.G. (1972). Nuclear DNA content and area of primate lymphocytes as a cytotaxonomical tool. Journal of Human Evolution1: 23-40.",
Chordata,Vertebrata,Mammalia,Primates,Cebidae,Ateles geoffroyi,Black-handed spider monkey,3.25,34.00,FD,LK,HS,"Manfredi Romanini, M.G. (1972). Nuclear DNA content and area of primate lymphocytes as a cytotaxonomical tool. Journal of Human Evolution1: 23-40.",
Chordata,Vertebrata,Mammalia,Primates,Cebidae,Ateles paniscus,Spider monkey,3.47,34.00,FD,LK,HS,"Manfredi Romanini, M.G. (1972). Nuclear DNA content and area of primate lymphocytes as a cytotaxonomical tool. Journal of Human Evolution1: 23-40.",
Chordata,Vertebrata,Mammalia,Primates,Cebidae,Callicebus cupreus,Titi monkey,2.30,46.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Cebidae,Callicebus torquatus,Titi monkey,2.26,20.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Cebidae,Cebus albifrons,Capuchin monkey,3.98,52.00,FD,LK,HS,"Manfredi Romanini, M.G. (1972). Nuclear DNA content and area of primate lymphocytes as a cytotaxonomical tool. Journal of Human Evolution1: 23-40.","Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141."
Chordata,Vertebrata,Mammalia,Primates,Cebidae,Cebus apella,Capuchin monkey,3.70,54.00,FD,LK,HS,"Manfredi Romanini, M.G. (1972). Nuclear DNA content and area of primate lymphocytes as a cytotaxonomical tool. Journal of Human Evolution1: 23-40.",
Chordata,Vertebrata,Mammalia,Primates,Cebidae,Cebus capucinus,Capuchin monkey,3.80,,FD,LK,HS,"Manfredi Romanini, M.G. (1972). Nuclear DNA content and area of primate lymphocytes as a cytotaxonomical tool. Journal of Human Evolution1: 23-40.",
Chordata,Vertebrata,Mammalia,Primates,Cebidae,Cebus capucinus,Capuchin monkey,3.88,52.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Cebidae,Cebus olivaceus,Capuchin monkey,3.40,52.00,FD,LK,HS,"Manfredi Romanini, M.G. (1972). Nuclear DNA content and area of primate lymphocytes as a cytotaxonomical tool. Journal of Human Evolution1: 23-40.","Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141."
Chordata,Vertebrata,Mammalia,Primates,Cebidae,Lagothrix lagothricha,Woolly monkey,3.54,62.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Cebidae,Saimiri sciureus,Squirrel monkey,3.30,44.00,FD,LK,HS,"Manfredi Romanini, M.G. (1972). Nuclear DNA content and area of primate lymphocytes as a cytotaxonomical tool. Journal of Human Evolution1: 23-40.",
Chordata,Vertebrata,Mammalia,Primates,Cercopithecidae,Allenopithecus nigroviridis,Allen's monkey,5.19,60.00,FD,LK,HS,"Formenti, D. (1975). Nuclear DNA content in some species of the genus Cercopithecus (Primates: Cercopithecidae). Genetica 45: 307-313.",
Chordata,Vertebrata,Mammalia,Primates,Cercopithecidae,Cercocebus galeritus,Mangabey,3.51,42.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Cercopithecidae,Cercocebus galeritus,Mangabey,4.73,,FD,LK,HS,"Manfredi Romanini, M.G., G. De Stefano, and F. Fontana (1967). Ricerche sul contenuto nucleare in ADN e sulle aree dei linfociti in alcune specie di ""cercopithecoidea"". Rivista di Antropologia 54: 3-12.","Manfredi Romanini, M.G. (1972). Nuclear DNA content and area of primate lymphocytes as a cytotaxonomical tool. Journal of Human Evolution1: 23-40."
Chordata,Vertebrata,Mammalia,Primates,Cercopithecidae,Cercocebus torquatus,Mangabey,4.90,42.00,FD,LK,HS,"Manfredi Romanini, M.G., G. De Stefano, and F. Fontana (1967). Ricerche sul contenuto nucleare in ADN e sulle aree dei linfociti in alcune specie di ""cercopithecoidea"". Rivista di Antropologia 54: 3-12.","Manfredi Romanini, M.G. (1972). Nuclear DNA content and area of primate lymphocytes as a cytotaxonomical tool. Journal of Human Evolution1: 23-40."
Chordata,Vertebrata,Mammalia,Primates,Cercopithecidae,Cercocebus torquatus atys,Mangabey,3.74,42.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Primates,Cercopithecidae,Cercopithecus cephus,Mustached monkey,3.54,66.00,FD,LK,HS,"Manfredi Romanini, M.G., G. De Stefano, and F. Fontana (1967). Ricerche sul contenuto nucleare in ADN e sulle aree dei linfociti in alcune specie di ""cercopithecoidea"". Rivista di Antropologia 54: 3-12.","Manfredi Romanini, M.G. (1972). Nuclear DNA content and area of primate lymphocytes as a cytotaxonomical tool. Journal of Human Evolution1: 23-40."
Chordata,Vertebrata,Mammalia,Primates,Cercopithecidae,Cercopithecus cephus,Mustached monkey,5.21,,FD,LK,HS,"Formenti, D. (1975). Nuclear DNA content in some species of the genus Cercopithecus (Primates: Cercopithecidae). Genetica 45: 307-313.",
