Numbers,OriginalID,FinalID,Resource,ResCommon,ResIDLevel,ResKingdom,ResPhylum,ResClass,ResOrder,ResFamily,ResGenus,ResSpecies,ResTrophic,ResTrophicGroup_citation,ResType,ResStage,ResThermy,,,,
7976,36458,MTD754,Culicidae spp.,mosquito,genus,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culicidae,NA,omnivore,NA,alive,instar final,ectotherm,,,,
7979,36459,MTD755,Culicidae spp.,mosquito,genus,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culicidae,NA,omnivore,NA,alive,instar final,ectotherm,,,,
7982,36460,MTD756,Culicidae spp.,mosquito,genus,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culicidae,NA,omnivore,NA,alive,instar final,ectotherm,,,,
7985,36461,MTD757,Culicidae spp.,mosquito,genus,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culicidae,NA,omnivore,NA,alive,instar final,ectotherm,,,,
7988,36462,MTD758,Culicidae spp.,mosquito,genus,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culicidae,NA,omnivore,NA,alive,instar final,ectotherm,,,,
7991,36463,MTD759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
7997,36469,MTD760,Barbus barbus,river barbel,species,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,Barbus barbus,omnivore,http://www3.interscience.wiley.com/journal/119319206/abstract?CRETRY=1&SRETRY=0,alive,adult,ectotherm,,,,
8001,36470,MTD761,Barbus barbus,river barbel,species,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,Barbus barbus,omnivore,http://www3.interscience.wiley.com/journal/119319206/abstract?CRETRY=1&SRETRY=0,alive,adult,ectotherm,,,,
8005,36471,MTD762,Puntius schwanenfeldii,tinfoil barb,species,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Puntius,Puntius schwanenfeldii,omnivore,NA,alive,adult,ectotherm,,,,
8008,36472,MTD763,Puntius schwanenfeldii,tinfoil barb,species,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Puntius,Puntius schwanenfeldii,omnivore,NA,alive,adult,ectotherm,,,,
8011,36473,MTD764,Barbus barbus,river barbel,species,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,Barbus barbus,omnivore,http://www3.interscience.wiley.com/journal/119319206/abstract?CRETRY=1&SRETRY=0,alive,adult,ectotherm,,,,
8015,36474,MTD765,Barbus barbus,river barbel,species,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,Barbus barbus,omnivore,http://www3.interscience.wiley.com/journal/119319206/abstract?CRETRY=1&SRETRY=0,alive,adult,ectotherm,,,,
8019,36475,MTD766,Puntius schwanenfeldii,tinfoil barb,species,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Puntius,Puntius schwanenfeldii,omnivore,NA,alive,adult,ectotherm,,,,
8023,36476,MTD767,Puntius schwanenfeldii,tinfoil barb,species,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Puntius,Puntius schwanenfeldii,omnivore,NA,alive,adult,ectotherm,,,,
8027,36477,MTD768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
8030,36478,MTD769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
8033,36479,MTD770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
8036,36480,MTD771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
8039,36481,MTD772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
8042,36482,MTD773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
8044,36483,MTD774,Rhodomonas spp.,cryptomonad algae,genus,Protista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Pyrenomonadaceae,Rhodomonas,NA,producer,NA,alive,NA,ectotherm,,,,
8105,36484,MTD775,Rhodomonas spp.,cryptomonad algae,genus,Protista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Pyrenomonadaceae,Rhodomonas,NA,producer,NA,alive,NA,ectotherm,,,,
8145,36485,MTD776,Rhodomonas spp.,cryptomonad algae,genus,Protista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Pyrenomonadaceae,Rhodomonas,NA,producer,NA,alive,NA,ectotherm,,,,
8203,36486,MTD777,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
8205,36487,MTD778,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
8208,36488,MTD779,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
8212,36489,MTD780,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
8216,36490,MTD781,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
8218,36491,MTD782,Pseudopleuronectes americanus,winter flounder,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes americanus,carnivore,NA,alive,juvenile,ectotherm,,,,
8220,36492,MTD783,Pseudopleuronectes americanus,winter flounder,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes americanus,carnivore,NA,alive,juvenile,ectotherm,,,,
8222,36493,MTD784,Pseudopleuronectes americanus,winter flounder,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes americanus,carnivore,NA,alive,juvenile,ectotherm,,,,
8224,36494,MTD785,Pseudopleuronectes americanus,winter flounder,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes americanus,carnivore,NA,alive,juvenile,ectotherm,,,,
8226,36495,MTD786,Pseudopleuronectes americanus,winter flounder,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes americanus,carnivore,NA,alive,juvenile,ectotherm,,,,
8228,36496,MTD787,Pseudopleuronectes americanus,winter flounder,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes americanus,carnivore,NA,alive,juvenile,ectotherm,,,,
8230,36497,MTD788,Pseudopleuronectes americanus,winter flounder,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes americanus,carnivore,NA,alive,juvenile,ectotherm,,,,
8232,36498,MTD789,Pseudopleuronectes americanus,winter flounder,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes americanus,carnivore,NA,alive,juvenile,ectotherm,,,,
8234,36499,MTD790,Acheta sp. A,field cricket,genus,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Acheta,NA,omnivore,NA,alive,adult,ectotherm,,,,
8239,36500,MTD791,Acheta sp. A,field cricket,genus,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Acheta,NA,omnivore,NA,alive,adult,ectotherm,,,,
8244,36501,MTD792,Acheta sp. A,field cricket,genus,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Acheta,NA,omnivore,NA,alive,adult,ectotherm,,,,
8249,36502,MTD793,Acheta sp. A,field cricket,genus,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Acheta,NA,omnivore,NA,alive,adult,ectotherm,,,,
8254,36503,MTD794,Acheta sp. A,field cricket,genus,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Acheta,NA,omnivore,NA,alive,adult,ectotherm,,,,
8260,36504,MTD795,Acheta sp. A,field cricket,genus,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Acheta,NA,omnivore,NA,alive,adult,ectotherm,,,,
8266,36505,MTD796,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
8268,36506,MTD797,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
8270,36507,MTD798,Hyla regilla,pacific tree frog,species,Animalia,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla regilla,omnivore,http://en.wikipedia.org/wiki/Pacific_Tree_Frog#Reproduction.2C_development_and_behavior,alive,larvae - gosner stage 21,ectotherm,,,,
8285,36508,MTD799,Hyla regilla,pacific tree frog,species,Animalia,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla regilla,omnivore,http://en.wikipedia.org/wiki/Pacific_Tree_Frog#Reproduction.2C_development_and_behavior,alive,larvae - gosner stage 21,ectotherm,,,,
8300,36509,MTD800,Hyla regilla,pacific tree frog,species,Animalia,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla regilla,omnivore,http://en.wikipedia.org/wiki/Pacific_Tree_Frog#Reproduction.2C_development_and_behavior,alive,larvae - gosner stage 21,ectotherm,,,,
8315,36510,MTD801,Hyla regilla,pacific tree frog,species,Animalia,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla regilla,omnivore,http://en.wikipedia.org/wiki/Pacific_Tree_Frog#Reproduction.2C_development_and_behavior,alive,larvae - gosner stage 21,ectotherm,,,,
8330,36511,MTD802,Hyla regilla,pacific tree frog,species,Animalia,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla regilla,omnivore,http://en.wikipedia.org/wiki/Pacific_Tree_Frog#Reproduction.2C_development_and_behavior,alive,larvae - gosner stage 21,ectotherm,,,,
8345,36512,MTD803,Teratoscincus przewalskii,gecko,species,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Teratoscincus,Teratoscincus przewalskii,carnivore,http://www.answers.com/topic/common-plate-tailed-gecko,alive,adult,ectotherm,,,,
8351,36513,MTD804,Teratoscincus przewalskii,gecko,species,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Teratoscincus,Teratoscincus przewalskii,carnivore,http://www.answers.com/topic/common-plate-tailed-gecko,alive,adult,ectotherm,,,,
8357,36514,MTD805,Teratoscincus przewalskii,gecko,species,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Teratoscincus,Teratoscincus przewalskii,carnivore,http://www.answers.com/topic/common-plate-tailed-gecko,alive,adult,ectotherm,,,,
8363,36515,MTD806,Teratoscincus przewalskii,gecko,species,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Teratoscincus,Teratoscincus przewalskii,carnivore,http://www.answers.com/topic/common-plate-tailed-gecko,alive,adult,ectotherm,,,,
8369,36516,MTD807,Teratoscincus przewalskii,gecko,species,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Teratoscincus,Teratoscincus przewalskii,carnivore,http://www.answers.com/topic/common-plate-tailed-gecko,alive,adult,ectotherm,,,,
8375,36517,MTD808,Teratoscincus przewalskii,gecko,species,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Teratoscincus,Teratoscincus przewalskii,carnivore,http://www.answers.com/topic/common-plate-tailed-gecko,alive,adult,ectotherm,,,,
8381,36518,MTD809,Teratoscincus przewalskii,gecko,species,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Teratoscincus,Teratoscincus przewalskii,carnivore,http://www.answers.com/topic/common-plate-tailed-gecko,alive,adult,ectotherm,,,,
8385,36519,MTD810,Teratoscincus przewalskii,gecko,species,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Teratoscincus,Teratoscincus przewalskii,carnivore,http://www.answers.com/topic/common-plate-tailed-gecko,alive,adult,ectotherm,,,,
8390,36520,MTD811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
8395,36521,MTD812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
8400,36522,MTD813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
8405,36523,MTD814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
8410,36524,MTD815,Neodiprion sertifer,european pine sawfly,species,Animalia,Arthropoda,Insecta,Hymenoptera,Diprionidae,Neodiprion,Neodiprion sertifer,self,http://en.wikipedia.org/wiki/Diprionidae,alive,cocoon,ectotherm,,,,
8413,36525,MTD816,Neodiprion sertifer,european pine sawfly,species,Animalia,Arthropoda,Insecta,Hymenoptera,Diprionidae,Neodiprion,Neodiprion sertifer,self,http://en.wikipedia.org/wiki/Diprionidae,alive,cocoon,ectotherm,,,,
8416,36526,MTD817,Neodiprion sertifer,european pine sawfly,species,Animalia,Arthropoda,Insecta,Hymenoptera,Diprionidae,Neodiprion,Neodiprion sertifer,self,http://en.wikipedia.org/wiki/Diprionidae,alive,cocoon,ectotherm,,,,
8419,36527,MTD818,Neodiprion sertifer,european pine sawfly,species,Animalia,Arthropoda,Insecta,Hymenoptera,Diprionidae,Neodiprion,Neodiprion sertifer,self,http://en.wikipedia.org/wiki/Diprionidae,alive,cocoon,ectotherm,,,,
8422,36528,MTD819,Neodiprion sertifer,european pine sawfly,species,Animalia,Arthropoda,Insecta,Hymenoptera,Diprionidae,Neodiprion,Neodiprion sertifer,self,http://en.wikipedia.org/wiki/Diprionidae,alive,cocoon,ectotherm,,,,
8425,36529,MTD820,Neodiprion sertifer,european pine sawfly,species,Animalia,Arthropoda,Insecta,Hymenoptera,Diprionidae,Neodiprion,Neodiprion sertifer,self,http://en.wikipedia.org/wiki/Diprionidae,alive,cocoon,ectotherm,,,,
8428,36530,MTD821,Neodiprion sertifer,european pine sawfly,species,Animalia,Arthropoda,Insecta,Hymenoptera,Diprionidae,Neodiprion,Neodiprion sertifer,self,http://en.wikipedia.org/wiki/Diprionidae,alive,cocoon,ectotherm,,,,
8431,36531,MTD822,Neodiprion sertifer,european pine sawfly,species,Animalia,Arthropoda,Insecta,Hymenoptera,Diprionidae,Neodiprion,Neodiprion sertifer,self,http://en.wikipedia.org/wiki/Diprionidae,alive,cocoon,ectotherm,,,,
8434,36532,MTD823,Neodiprion sertifer,european pine sawfly,species,Animalia,Arthropoda,Insecta,Hymenoptera,Diprionidae,Neodiprion,Neodiprion sertifer,self,http://en.wikipedia.org/wiki/Diprionidae,alive,cocoon,ectotherm,,,,
8437,36533,MTD824,Neodiprion sertifer,european pine sawfly,species,Animalia,Arthropoda,Insecta,Hymenoptera,Diprionidae,Neodiprion,Neodiprion sertifer,self,http://en.wikipedia.org/wiki/Diprionidae,alive,cocoon,ectotherm,,,,
8440,36534,MTD825,Neodiprion sertifer,european pine sawfly,species,Animalia,Arthropoda,Insecta,Hymenoptera,Diprionidae,Neodiprion,Neodiprion sertifer,self,http://en.wikipedia.org/wiki/Diprionidae,alive,cocoon,ectotherm,,,,
8443,36535,MTD826,Neodiprion sertifer,european pine sawfly,species,Animalia,Arthropoda,Insecta,Hymenoptera,Diprionidae,Neodiprion,Neodiprion sertifer,self,http://en.wikipedia.org/wiki/Diprionidae,alive,cocoon,ectotherm,,,,
8446,36536,MTD827,Neodiprion sertifer,european pine sawfly,species,Animalia,Arthropoda,Insecta,Hymenoptera,Diprionidae,Neodiprion,Neodiprion sertifer,self,http://en.wikipedia.org/wiki/Diprionidae,alive,cocoon,ectotherm,,,,
8449,36537,MTD828,Neodiprion sertifer,european pine sawfly,species,Animalia,Arthropoda,Insecta,Hymenoptera,Diprionidae,Neodiprion,Neodiprion sertifer,self,http://en.wikipedia.org/wiki/Diprionidae,alive,cocoon,ectotherm,,,,
8452,36538,MTD829,Neodiprion sertifer,european pine sawfly,species,Animalia,Arthropoda,Insecta,Hymenoptera,Diprionidae,Neodiprion,Neodiprion sertifer,self,http://en.wikipedia.org/wiki/Diprionidae,alive,cocoon,ectotherm,,,,
8455,36539,MTD830,Neodiprion sertifer,european pine sawfly,species,Animalia,Arthropoda,Insecta,Hymenoptera,Diprionidae,Neodiprion,Neodiprion sertifer,self,http://en.wikipedia.org/wiki/Diprionidae,alive,cocoon,ectotherm,,,,
8458,36540,MTD831,Neodiprion sertifer,european pine sawfly,species,Animalia,Arthropoda,Insecta,Hymenoptera,Diprionidae,Neodiprion,Neodiprion sertifer,self,http://en.wikipedia.org/wiki/Diprionidae,alive,cocoon,ectotherm,,,,
8461,36541,MTD832,Neodiprion sertifer,european pine sawfly,species,Animalia,Arthropoda,Insecta,Hymenoptera,Diprionidae,Neodiprion,Neodiprion sertifer,self,http://en.wikipedia.org/wiki/Diprionidae,alive,cocoon,ectotherm,,,,
8464,36542,MTD833,Neodiprion sertifer,european pine sawfly,species,Animalia,Arthropoda,Insecta,Hymenoptera,Diprionidae,Neodiprion,Neodiprion sertifer,self,http://en.wikipedia.org/wiki/Diprionidae,alive,cocoon,ectotherm,,,,
8467,36543,MTD834,Neodiprion sertifer,european pine sawfly,species,Animalia,Arthropoda,Insecta,Hymenoptera,Diprionidae,Neodiprion,Neodiprion sertifer,self,http://en.wikipedia.org/wiki/Diprionidae,alive,cocoon,ectotherm,,,,
8470,36544,MTD835,Neodiprion sertifer,european pine sawfly,species,Animalia,Arthropoda,Insecta,Hymenoptera,Diprionidae,Neodiprion,Neodiprion sertifer,self,http://en.wikipedia.org/wiki/Diprionidae,alive,cocoon,ectotherm,,,,
8473,36545,MTD836,desert plant,desert plant,kingdom,Plantae,NA,NA,NA,NA,NA,NA,producer,NA,alive,NA,ectotherm,,,,
8479,36546,MTD837,desert plant,desert plant,kingdom,Plantae,NA,NA,NA,NA,NA,NA,producer,NA,alive,NA,ectotherm,,,,
8485,36547,MTD838,desert plant,desert plant,kingdom,Plantae,NA,NA,NA,NA,NA,NA,producer,NA,alive,NA,ectotherm,,,,
8491,36548,MTD839,desert plant,desert plant,kingdom,Plantae,NA,NA,NA,NA,NA,NA,producer,NA,alive,NA,ectotherm,,,,
8497,36549,MTD840,desert plant,desert plant,kingdom,Plantae,NA,NA,NA,NA,NA,NA,producer,NA,alive,NA,ectotherm,,,,
8503,36550,MTD841,Datura inoxia,jimson weed,species,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,Datura,Datura inoxia,producer,NA,alive,NA,ectotherm,,,,
8510,36551,MTD842,Datura inoxia,jimson weed,species,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,Datura,Datura inoxia,producer,NA,alive,NA,ectotherm,,,,
8517,36552,MTD843,Datura inoxia,jimson weed,species,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,Datura,Datura inoxia,producer,NA,alive,NA,ectotherm,,,,
8524,36553,MTD844,Datura inoxia,jimson weed,species,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,Datura,Datura inoxia,producer,NA,alive,NA,ectotherm,,,,
8531,36554,MTD845,Datura inoxia,jimson weed,species,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,Datura,Datura inoxia,producer,NA,alive,NA,ectotherm,,,,
8538,36555,MTD846,Conolophus pallidus,galapagos land iguana,species,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Conolophus,Conolophus pallidus,omnivore,http://en.wikipedia.org/wiki/Barrington_Land_Iguana,alive,hatchling - female,ectotherm,,,,
8561,36556,MTD847,Conolophus pallidus,galapagos land iguana,species,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Conolophus,Conolophus pallidus,omnivore,http://en.wikipedia.org/wiki/Barrington_Land_Iguana,alive,juvenile,ectotherm,,,,
8572,36557,MTD848,Conolophus pallidus,galapagos land iguana,species,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Conolophus,Conolophus pallidus,omnivore,http://en.wikipedia.org/wiki/Barrington_Land_Iguana,alive,hatchling - male,ectotherm,,,,
8585,36558,MTD849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
8620,36559,MTD850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
8673,36560,MTD851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
8716,36561,MTD852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
8765,36562,MTD853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
8809,36563,MTD854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
8841,36564,MTD855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
8907,36565,MTD856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
8929,36566,MTD857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
8961,36567,MTD858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9013,36568,MTD859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9053,36569,MTD860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9097,36570,MTD861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9138,36571,MTD862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9172,36572,MTD863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9235,36573,MTD864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9256,36574,MTD865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9280,36575,MTD866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9328,36576,MTD867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9368,36577,MTD868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9409,36578,MTD869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9452,36579,MTD870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9485,36580,MTD871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9545,36581,MTD872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9565,36606,MTD873,Thalassiosira weissflogii,protist,species,Protista,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira weissflogii,producer,NA,alive,adult,ectotherm,,,,
9575,36615,MTD874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9580,36616,MTD875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
9585,36617,MTD876,Gammarus pulex,river shrimp,species,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Gammarus pulex,omnivore,http://www3.interscience.wiley.com/journal/119574099/abstract?CRETRY=1&SRETRY=0,alive,adult,ectotherm,,,,
9587,36618,MTD877,Gammarus pulex,river shrimp,species,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Gammarus pulex,omnivore,http://www3.interscience.wiley.com/journal/119574099/abstract?CRETRY=1&SRETRY=0,alive,adult,ectotherm,,,,
9589,36619,MTD878,Gammarus pulex,river shrimp,species,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Gammarus pulex,omnivore,http://www3.interscience.wiley.com/journal/119574099/abstract?CRETRY=1&SRETRY=0,alive,adult,ectotherm,,,,
9591,36620,MTD879,Gammarus pulex,river shrimp,species,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Gammarus pulex,omnivore,http://www3.interscience.wiley.com/journal/119574099/abstract?CRETRY=1&SRETRY=0,alive,adult,ectotherm,,,,
9593,36621,MTD880,Gammarus pulex,river shrimp,species,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Gammarus pulex,omnivore,http://www3.interscience.wiley.com/journal/119574099/abstract?CRETRY=1&SRETRY=0,alive,adult,ectotherm,,,,
9595,36622,MTD881,Gammarus pulex,river shrimp,species,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Gammarus pulex,omnivore,http://www3.interscience.wiley.com/journal/119574099/abstract?CRETRY=1&SRETRY=0,alive,adult,ectotherm,,,,
9597,36623,MTD882,Gammarus pulex,river shrimp,species,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Gammarus pulex,omnivore,http://www3.interscience.wiley.com/journal/119574099/abstract?CRETRY=1&SRETRY=0,alive,adult,ectotherm,,,,
9599,36624,MTD883,Gammarus pulex,river shrimp,species,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Gammarus pulex,omnivore,http://www3.interscience.wiley.com/journal/119574099/abstract?CRETRY=1&SRETRY=0,alive,adult,ectotherm,,,,
9601,36625,MTD884,Tenebrio molitor,yellow mealworm beetle,species,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tenebrio,Tenebrio molitor,herbivore,http://en.wikipedia.org/wiki/Mealworm,alive,larvae,ectotherm,,,,
9603,36626,MTD885,Tenebrio molitor,yellow mealworm beetle,species,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tenebrio,Tenebrio molitor,herbivore,http://en.wikipedia.org/wiki/Mealworm,alive,larvae,ectotherm,,,,
9605,36627,MTD886,Tenebrio molitor,yellow mealworm beetle,species,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tenebrio,Tenebrio molitor,herbivore,http://en.wikipedia.org/wiki/Mealworm,alive,larvae,ectotherm,,,,
9607,36628,MTD887,Tenebrio molitor,yellow mealworm beetle,species,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tenebrio,Tenebrio molitor,herbivore,http://en.wikipedia.org/wiki/Mealworm,alive,larvae,ectotherm,,,,
9609,36629,MTD888,Tenebrio molitor,yellow mealworm beetle,species,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tenebrio,Tenebrio molitor,herbivore,http://en.wikipedia.org/wiki/Mealworm,alive,larvae,ectotherm,,,,
9611,36630,MTD889,Tenebrio molitor,yellow mealworm beetle,species,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tenebrio,Tenebrio molitor,herbivore,http://en.wikipedia.org/wiki/Mealworm,alive,larvae,ectotherm,,,,
9613,36631,MTD890,Baetis rhodani,mayfly,species,Animalia,Arthropoda,Insecta,Ephemeroptera,Baetidae,Baetis,Baetis rhodani,detritivore,http://www.jstor.org/stable/3682530?seq=3,alive,nymph,ectotherm,,,,
